1.5692e-05,9.1726e-05,0.00017845,0.00051125,0.00031398,0.0005961,0.00045394,0.00011328,1.2853e-05
3.1347e-05,0.00010699,0.00019448,0.00040151,0.00042369,0.00085331,0.00068742,0.00012707,1.9769e-05
4.7768e-05,0.00015481,0.0002826,0.00046328,0.0005813,0.0010869,0.0006955,0.00018399,2.5938e-05
0.00030654,0.00064114,0.00040403,0.00079757,0.0015767,0.0027544,0.001492,0.00076198,9.1413e-05
1.1148e-05,8.0981e-05,0.00025829,0.00051645,0.00027407,0.00037254,0.00077898,0.00028351,3.3064e-05
1.629e-05,0.00011435,0.00034684,0.00093873,0.0017325,0.0013989,0.00068068,0.00014416,2.3165e-05
2.172e-05,8.5324e-05,0.00011958,0.00022657,0.00019206,0.00018632,0.00010557,5.2355e-05,8.1763e-06
0.00010182,0.00034493,0.00011164,0.00015443,0.00013719,0.00015996,0.00014627,7.9761e-05,1.2169e-05
0.00013411,0.00070907,0.0012831,0.001248,0.0015356,0.0013916,0.000943,0.00015371,2.9364e-05
1.4042e-05,5.7175e-05,0.00024242,0.00059495,0.00069469,0.00047532,0.00030365,9.1998e-05,9.3923e-06
1.2369e-05,6.2872e-05,0.00018497,0.00046654,0.00094628,0.00050927,0.00015776,3.7431e-05,8.8771e-06
0.00011773,0.00068657,0.0011226,0.00086473,0.00090286,0.00044566,0.00014053,8.3305e-05,1.1936e-05
0.00011796,0.00067449,0.00068933,0.00062244,0.00054639,0.0005363,0.00024046,6.2983e-05,1.0487e-05
0.0004728,0.00075826,0.00096991,0.0018559,0.0014014,0.0013714,0.0011521,0.00042136,6.9973e-05
0.0022274,0.010852,0.0097943,0.0043223,0.002385,0.0021968,0.0014248,0.00082355,9.3663e-05
4.0638e-05,0.0002495,0.00054099,0.00048587,0.00043523,0.00054571,0.0004448,0.00017168,2.1408e-05
3.675e-05,0.00020766,0.00027959,0.00013915,0.00013935,0.00015134,0.00015654,6.0514e-05,7.2999e-06
1.8107e-05,8.6185e-05,0.00033256,0.00062402,0.00037635,0.00015752,0.00018676,5.6402e-05,7.4287e-06
1.642e-05,0.00012002,0.00050997,0.00073663,0.00069047,0.0003779,8.9794e-05,1.3214e-05,2.4529e-06
4.4893e-05,0.00025349,0.0002655,0.00020094,0.00015009,0.00024576,0.00010517,1.2067e-05,2.4524e-06
9.8327e-05,0.00046253,0.00059815,0.00056414,0.00021487,0.0002652,0.00014037,7.3353e-05,1.0728e-05
3.6444e-05,0.00019907,0.00049088,0.0017595,0.0022666,0.0015361,0.0012967,0.00036084,3.9887e-05
2.5571e-05,0.00014134,0.00058761,0.0010261,0.00078029,0.00050317,0.00053203,0.00018349,1.771e-05
0.00013908,0.00041408,0.00051818,0.00036837,0.00034054,0.00062481,0.00020523,4.5435e-05,1.4318e-05
0.00010489,0.00031643,0.00044217,0.0005378,0.00053439,0.00053384,0.00030149,7.461e-05,1.5563e-05
9.7227e-05,0.00031047,0.00096548,0.00063305,0.00028529,0.00019478,6.9576e-05,3.7094e-05,9.7507e-06
2.8165e-05,8.3197e-05,0.00023412,0.00027003,0.00027632,0.00032812,9.6624e-05,2.7901e-05,5.7298e-06
8.8474e-05,0.00042333,0.00050653,0.0009101,0.000828,0.00050722,0.00050543,0.00017521,2.5229e-05
1.7217e-05,8.964e-05,0.00018922,0.00038251,0.00041085,0.00044094,0.00029535,8.8763e-05,1.6593e-05
3.0839e-05,0.00013887,0.00014023,0.00033442,0.00049141,0.00065837,0.00049759,0.00018887,3.1625e-05
4.8795e-05,0.00021431,0.00024751,0.00042671,0.00054981,0.00059108,0.00043263,8.7684e-05,1.1903e-05
0.00025361,0.0006303,0.00046526,0.00060883,0.00075909,0.0011388,0.00093531,0.00026807,3.5772e-05
1.0049e-05,8.2637e-05,0.00016922,0.00030852,0.00029703,0.0002532,0.0003737,0.00014388,1.9213e-05
2.5532e-05,0.00017861,0.00041977,0.00043901,0.0010825,0.0010825,0.00036999,0.00012401,7.1123e-05
3.4233e-05,0.00010932,0.0001877,0.00024625,0.00013659,6.7141e-05,5.2276e-05,3.3682e-05,7.1216e-06
0.00013715,0.00030446,0.00016544,0.00020416,0.00013242,8.8908e-05,0.00010729,5.112e-05,1.1687e-05
0.00011231,0.00055858,0.0005763,0.00049715,0.00052323,0.0010709,0.00052716,0.00012303,4.1818e-05
4.8488e-05,0.00024541,0.0002254,0.00030615,0.0003506,0.00025504,0.00014035,5.9791e-05,1.3899e-05
2.1212e-05,8.8891e-05,0.0002105,0.00012489,0.00017751,0.00018155,7.8826e-05,1.1591e-05,9.8315e-07
1.7286e-05,9.0278e-05,0.0002684,0.00043584,0.0006726,0.00057239,0.00012103,0.00010277,2.6951e-05
0.0001012,0.0010189,0.001908,0.00064391,0.00035379,0.00024689,0.00017602,8.1596e-05,1.3844e-05
0.0002339,0.00072556,0.00082297,0.00075279,0.00031634,0.00026422,0.00025838,7.6407e-05,1.6087e-05
0.00053945,0.0015424,0.0013546,0.0017789,0.0016699,0.0025036,0.0020275,0.00054516,9.9659e-05
4.8101e-05,0.0002625,0.00058812,0.00036331,0.00050217,0.00081753,0.00097867,0.00024212,2.6803e-05
3.7971e-05,0.00030255,0.00034098,0.00020041,0.00014029,0.00020755,0.00021204,6.9778e-05,1.0307e-05
3.627e-05,0.00011616,0.00016459,0.00027149,0.00040324,0.00093878,0.00053782,7.4065e-05,6.6927e-06
2.5039e-05,0.00014524,0.00046453,0.00087181,0.00059967,0.00020496,0.0003235,0.00015216,2.4582e-05
2.1078e-05,0.00017872,0.00055835,0.00061339,0.00045806,0.00043261,0.00018404,1.7372e-05,1.6177e-06
5.9617e-05,0.00048035,0.00061736,0.00036901,0.00035605,0.00045761,0.00035011,4.7673e-05,3.9093e-06
0.00018273,0.00088966,0.00086233,0.00091029,0.00054321,0.00064805,0.00057065,0.00012969,1.6054e-05
1.4254e-05,8.327e-05,0.00017521,0.00022269,0.00047922,0.00082379,0.00079003,0.0001477,1.1471e-05
5.289e-05,0.00024463,0.00018975,0.00064428,0.0014715,0.0017092,0.0011266,0.00026399,3.1084e-05
0.00042272,0.0011406,0.001606,0.002063,0.0031589,0.0034224,0.0021118,0.00037505,5.9392e-05
3.5424e-05,0.00030235,0.00091542,0.0014391,0.00073906,0.00078972,0.00063444,0.00020019,2.5376e-05
0.00029546,0.0011822,0.0015897,0.00099657,0.0011157,0.0010725,0.00047462,8.156e-05,1.1278e-05
0.00012679,0.00023845,0.00042921,0.00049935,0.00075657,0.00042075,0.00042928,0.00020145,4.9962e-05
0.00022164,0.0017889,0.002531,0.0010531,0.000479,0.00073725,0.00043318,9.4936e-05,1.9891e-05
4.7584e-05,0.00024762,0.00092094,0.0012077,0.00077183,0.00054555,0.00012491,3.592e-05,6.9639e-06
8.6534e-05,0.00036873,0.00083706,0.00080192,0.00038219,0.00031207,0.00017817,7.5291e-05,1.6651e-05
0.00015031,0.00055638,0.0010838,0.00082434,0.00062963,0.00055434,0.00026716,0.00011094,1.534e-05
4.9369e-05,0.0002154,0.00059543,0.00067974,0.00047352,0.00040603,0.00028064,6.3182e-05,8.2342e-06
7.328e-05,0.00041307,0.00038441,0.00038054,0.00067064,0.00072764,0.00043383,0.00014908,2.0882e-05
1.0131e-05,4.7818e-05,9.9359e-05,0.00031435,0.00032858,0.00011399,5.0695e-05,1.1171e-05,3.756e-06
4.6559e-05,0.0001661,8.8292e-05,0.00016405,0.0001943,0.00019759,5.5262e-05,3.8881e-05,8.5886e-06
0.00010752,0.00019969,0.00012012,0.0002071,0.00029612,0.00025995,0.00010048,4.9316e-05,8.2201e-06
5.2297e-06,3.0963e-05,6.1938e-05,9.3624e-05,8.1212e-05,0.00010897,4.6536e-05,1.7485e-05,1.0345e-05
3.3486e-05,8.72e-05,4.1499e-05,3.6587e-05,3.3563e-05,1.963e-05,2.1338e-05,1.3875e-05,1.3615e-06
2.6447e-05,9.5564e-05,0.0001489,0.00011344,0.00017166,0.00013931,3.4172e-05,3.5649e-05,5.2639e-06
2.2703e-05,5.2593e-05,6.0124e-05,7.9437e-05,8.421e-05,6.8177e-05,3.4319e-05,2.9091e-05,4.6673e-06
4.8195e-06,2.4962e-05,8.7629e-05,8.9429e-05,8.4625e-05,6.4259e-05,3.2754e-05,2.9254e-05,8.2389e-06
4.4354e-05,0.00027636,0.00013229,4.2585e-05,4.6295e-05,2.9003e-05,1.4403e-05,7.3139e-06,1.7933e-06
3.1224e-05,0.00013702,0.00013537,0.00011871,0.00011346,5.0133e-05,1.9798e-05,9.6133e-06,2.4085e-06
0.00016339,0.00047911,0.00060812,0.00039303,0.00023722,0.00015075,0.00012579,6.0101e-05,3.2899e-05
0.0040678,0.023561,0.015752,0.0090839,0.0073909,0.0070994,0.0020081,0.00092033,0.00030257
2.8935e-05,0.00018952,0.0002908,0.00019438,5.9251e-05,2.5191e-05,1.63e-05,1.6229e-06,1.0822e-06
9.5666e-06,5.8849e-05,0.00016519,0.00016693,0.00010184,5.2897e-05,2.8926e-05,1.7124e-05,4.9279e-06
0.00010694,0.00021821,0.00023968,9.3551e-05,3.8756e-05,2.973e-05,2.601e-05,8.5615e-06,2.2613e-06
3.7832e-05,0.00021418,0.00023188,0.00011875,0.00012321,8.6049e-05,3.5156e-05,1.0009e-05,2.2113e-06
5.8494e-05,0.00030023,0.00018843,0.00023474,0.00019943,0.00010052,2.976e-05,7.3298e-06,2.8664e-06
7.2603e-06,8.3079e-05,0.00023423,0.00022311,0.00011563,6.5035e-05,3.2589e-05,9.7296e-06,5.9516e-07
0.00023463,0.00112,0.0015363,0.0029197,0.0028151,0.0020956,0.00062876,0.00043224,9.2749e-05
0.00015989,0.00043148,0.00053754,0.0005844,0.00064711,0.00046801,0.00014142,3.5403e-05,9.099e-06
6.4028e-05,0.00019375,0.00021689,0.00045565,0.00083203,0.000633,0.00025526,5.443e-05,1.5686e-05
0.00011032,0.00045273,0.0012647,0.00069861,0.00049874,0.00021762,5.2095e-05,1.3024e-05,4.134e-06
3.5749e-05,0.00017692,0.00027077,0.00022686,0.00024825,0.00018283,4.2052e-05,1.0027e-05,2.4394e-06
4.0702e-05,0.00021188,0.00039061,0.00056073,0.0007371,0.00023786,6.3211e-05,1.0835e-05,1.2163e-06
7.3499e-05,0.00031315,0.00059987,0.00035597,0.00025741,8.816e-05,3.5336e-05,1.0129e-05,1.9166e-06
2.0842e-05,4.9059e-05,0.00014496,0.000269,0.00027864,7.8549e-05,4.7499e-05,3.9538e-06,4.344e-07
4.8449e-05,0.0002638,0.00032092,0.00026723,0.00031447,0.00029373,9.7617e-05,6.5955e-05,2.2776e-05
2.1981e-05,0.00035621,0.00093927,0.00052155,0.00042127,0.00039419,0.00016731,4.4317e-05,6.7629e-06
1.0595e-05,7.6633e-05,0.0001567,0.00025646,0.00012557,0.000186,0.00012307,3.5358e-05,5.9656e-06
3.3387e-05,0.00039903,0.001046,0.00080164,0.00058863,0.00024609,0.00013805,5.9334e-05,4.0249e-06
5.0854e-05,0.0004484,0.00048197,0.00031399,0.00012726,3.6236e-05,3.2476e-05,1.7181e-05,4.6894e-06
0.0010489,0.0059691,0.0044526,0.0018707,0.0010953,0.00073149,0.00085667,0.00019238,3.4287e-05
0.00023354,0.0011473,0.002574,0.0033937,0.0047422,0.0043026,0.0022309,0.00071757,0.00031823
0.0029279,0.012041,0.013229,0.0087779,0.008378,0.0070222,0.0043641,0.0015483,0.00062946
0.0017417,0.0081385,0.0097364,0.0075158,0.0098998,0.015225,0.0084579,0.0021709,0.00043472
0.0010313,0.0072716,0.0084796,0.0076873,0.008614,0.0053983,0.0022948,0.00066292,0.00026151
0.0024273,0.0056942,0.01223,0.023339,0.021075,0.020852,0.0073272,0.0031046,0.00058412
0.00040624,0.0050245,0.0087452,0.0039191,0.0026204,0.0044062,0.0026819,0.00047586,7.6937e-05
0.0007564,0.0041703,0.0091201,0.0088851,0.0076511,0.0050172,0.0015717,0.00028173,0.00014252
0.00057922,0.0025046,0.0025933,0.0041153,0.0067761,0.011211,0.0073979,0.0016612,0.00039665
0.00051774,0.0023069,0.004669,0.0049208,0.0056226,0.0057925,0.0046801,0.00088742,0.00019887
0.0004229,0.006369,0.0073953,0.0038692,0.0021425,0.0013112,0.00062034,0.00010976,3.2011e-05
0.00048464,0.0021038,0.0034917,0.0022477,0.0011358,0.00035357,0.00036151,0.00011489,3.4549e-05
0.00033492,0.0015739,0.0015269,0.0017241,0.0023081,0.003372,0.0024813,0.00063785,0.00017789
6.7877e-05,0.00067556,0.0010639,0.00062993,0.00099365,0.0023313,0.0013683,0.00027268,5.7464e-05
7.6941e-05,0.00025807,0.00043768,0.00038469,0.00071273,0.0018103,0.0015258,0.00034616,8.2633e-05
4.1231e-05,0.00032518,0.0011659,0.0011429,0.0021044,0.0020436,0.00092372,0.00028315,7.9086e-05
0.00017021,0.00091531,0.0011005,0.0011187,0.00044662,0.00028055,0.00019963,6.2311e-05,2.0932e-05
4.3596e-05,0.00032325,0.00085355,0.001819,0.0020499,0.0027697,0.0018851,0.0004033,5.5168e-05
0.00019583,0.0011507,0.0028759,0.0031678,0.001806,0.00074142,0.00054015,0.00017021,6.0298e-05
0.00017406,0.0009118,0.0010182,0.00080669,0.00070734,0.00044484,0.0002115,6.1323e-05,1.6769e-05
8.1807e-05,0.00076408,0.0024914,0.0018596,0.00098009,0.00064038,0.00053648,0.00019101,6.436e-05
6.8958e-05,0.00037867,0.00061982,0.0013142,0.0011304,0.0011628,0.0013444,0.00049282,6.2124e-05
1.6359e-05,0.00015284,0.00038098,0.00063956,0.00079465,0.0015458,0.00089894,0.00019667,4.8282e-05
0.00028799,0.00078203,0.001325,0.0019422,0.0025016,0.00099556,0.00042912,0.00019308,8.4575e-05
0.00029926,0.0014342,0.0017319,0.0011394,0.00057333,0.00042756,0.00019003,0.00012602,4.1393e-05
1.1161e-05,9.75e-05,0.00031659,0.00035639,0.00048002,0.0010391,0.00073454,0.00010453,1.0719e-05
1.6832e-05,0.0001811,0.00034486,0.0011348,0.00082988,0.00044191,0.00029869,6.1943e-05,1.1038e-05
5.5687e-05,0.00064123,0.0024325,0.0017861,0.00060539,0.00061071,0.00045217,8.7389e-05,2.5462e-05
5.8178e-05,0.00018359,0.00035403,0.00064272,0.00042055,0.000221,0.0001686,5.944e-05,1.294e-05
5.3022e-05,0.00073548,0.0022104,0.0019416,0.0010578,0.00040427,0.00038729,0.00010881,2.379e-05
9.5788e-05,0.00031403,0.00048755,0.00068098,0.0011156,0.0014374,0.00076808,0.00011885,1.8484e-05
8.2307e-05,0.0005326,0.00067251,0.00072747,0.00067892,0.00042028,0.0003012,8.9299e-05,7.2394e-06
0.00027221,0.0021046,0.0035938,0.0017506,0.00059016,0.00045687,0.00046678,0.00015181,3.4102e-05
0.00048699,0.0019155,0.0019747,0.003107,0.0024722,0.002753,0.0011579,0.00028489,0.00010632
0.00020355,0.0011718,0.0022353,0.0022923,0.0016485,0.0040317,0.0030603,0.00063037,0.00015838
0.00048669,0.00069506,0.00081972,0.0013787,0.00099646,0.00051513,0.00032334,0.00011008,3.742e-05
0.00027385,0.00093464,0.0013479,0.00163,0.0018229,0.0018515,0.00095693,0.00029235,0.00012226
0.0002603,0.00070709,0.00061201,0.00077209,0.0018176,0.00084899,0.0004761,0.00021482,7.7437e-05
0.00038631,0.0021625,0.004179,0.003282,0.0038804,0.0023383,0.00091124,0.00044624,0.00016502
0.00022403,0.00061904,0.00071012,0.00060761,0.00057781,0.00099623,0.00074846,0.00017976,4.5403e-05
5.7337e-05,0.00076548,0.0012711,0.0011683,0.00095274,0.0018749,0.001045,0.00017347,1.8381e-05
0.0013268,0.00398,0.0046628,0.0019739,0.0022232,0.0028919,0.0014896,0.00036165,9.2725e-05
3.3232e-05,0.0004061,0.00087153,0.00067499,0.00077063,0.0012028,0.00069518,0.00015275,4.3929e-05
8.1541e-05,0.00027149,0.00034778,0.00048203,0.00075242,0.0013244,0.00082008,0.00016339,3.5527e-05
3.181e-05,0.00033395,0.0012842,0.001181,0.0010271,0.00090563,0.00026665,4.1696e-05,1.0729e-05
